"","Coverage","Width","Method","Rho","d"
"2690",0.99775,18.1526684606654,"Lei_exact","rho = 0",15
"2691",0.998875,16.953205842832,"Lei_exact","rho = 0",15
"2692",0.998375,16.4782217408139,"Lei_exact","rho = 0",15
"2693",0.99775,18.0915380777273,"Lei_exact","rho = 0",15
"2694",0.997625,15.2399425362444,"Lei_exact","rho = 0",15
"2695",0.9995,21.4591673629667,"Lei_exact","rho = 0",15
"2696",0.999625,17.7079692760868,"Lei_exact","rho = 0",15
"2697",0.998875,20.7331555927797,"Lei_exact","rho = 0",15
"2698",0.9955,16.1319376296374,"Lei_exact","rho = 0",15
"2699",0.9985,17.3265555500838,"Lei_exact","rho = 0",15
"2700",0.993875,15.9618350741678,"Lei_exact","rho = 0",15
"2701",0.8995,8.17079292284792,"CMC","rho = 0",15
"2702",0.909,8.60974228457132,"CMC","rho = 0",15
"2703",0.928625,8.93237463969793,"CMC","rho = 0",15
"2704",0.91825,8.87025798919771,"CMC","rho = 0",15
"2705",0.891625,7.88644258594934,"CMC","rho = 0",15
"2706",0.903,8.32514948540926,"CMC","rho = 0",15
"2707",0.907125,8.62641926909126,"CMC","rho = 0",15
"2708",0.913,9.10466757281213,"CMC","rho = 0",15
"2709",0.912,8.43887654655751,"CMC","rho = 0",15
"2710",0.921,8.59261533134482,"CMC","rho = 0",15
"2711",0.912875,8.27093065592022,"CMC","rho = 0",15
"2712",0.917125,9.17695398035837,"CMC","rho = 0",15
"2713",0.9165,8.41922509341908,"CMC","rho = 0",15
"2714",0.9055,8.11670530665164,"CMC","rho = 0",15
"2715",0.896,8.34159669896576,"CMC","rho = 0",15
"2716",0.904875,8.78754744537406,"CMC","rho = 0",15
"2717",0.903125,8.80008099957475,"CMC","rho = 0",15
"2718",0.909625,8.27781151320233,"CMC","rho = 0",15
"2719",0.91775,8.48335883750748,"CMC","rho = 0",15
"2720",0.907625,8.85278920678916,"CMC","rho = 0",15
"2721",0.9245,8.66942495329426,"CMC","rho = 0",15
"2722",0.903375,7.96738921773759,"CMC","rho = 0",15
"2723",0.918375,8.31784497266215,"CMC","rho = 0",15
"2724",0.915,9.04010487574132,"CMC","rho = 0",15
"2725",0.9155,8.4156872938696,"CMC","rho = 0",15
"2726",0.890625,7.94095971332695,"CMC","rho = 0",15
"2727",0.8975,8.25350197053183,"CMC","rho = 0",15
"2728",0.911125,8.36145326988392,"CMC","rho = 0",15
"2729",0.92025,8.64560088410782,"CMC","rho = 0",15
"2730",0.9125,8.56257108073897,"CMC","rho = 0",15
"2731",0.9165,8.53406006245677,"CMC","rho = 0",15
"2732",0.908,8.42390502579251,"CMC","rho = 0",15
"2733",0.900625,8.58402366081517,"CMC","rho = 0",15
"2734",0.898625,8.23107599754198,"CMC","rho = 0",15
"2735",0.907125,8.24625935265645,"CMC","rho = 0",15
"2736",0.9115,9.13110803535836,"CMC","rho = 0",15
"2737",0.88975,8.70890823987306,"CMC","rho = 0",15
"2738",0.910125,8.71092105620813,"CMC","rho = 0",15
"2739",0.911625,8.3584625621563,"CMC","rho = 0",15
"2740",0.9205,8.85187379753315,"CMC","rho = 0",15
"2741",0.90875,8.28589895582394,"CMC","rho = 0",15
"2742",0.89425,7.99599618941449,"CMC","rho = 0",15
"2743",0.90775,8.66502508905496,"CMC","rho = 0",15
"2744",0.92025,8.88722675826509,"CMC","rho = 0",15
"2745",0.907125,8.58724829069608,"CMC","rho = 0",15
"2746",0.893,8.25239256920436,"CMC","rho = 0",15
"2747",0.923125,8.77245113731279,"CMC","rho = 0",15
"2748",0.90075,8.1846911402302,"CMC","rho = 0",15
"2749",0.8975,8.22386208717527,"CMC","rho = 0",15
"2750",0.908125,8.38663340542207,"CMC","rho = 0",15
"2751",0.8385,7.08318149472128,"DR","rho = 0",15
"2752",0.855875,7.28385692174852,"DR","rho = 0",15
"2753",0.864125,7.15751667335797,"DR","rho = 0",15
"2754",0.8665,7.59221716823808,"DR","rho = 0",15
"2755",0.856,7.108471694315,"DR","rho = 0",15
"2756",0.85,7.89327922402208,"DR","rho = 0",15
"2757",0.858,7.17740519802107,"DR","rho = 0",15
"2758",0.859125,7.46549557276212,"DR","rho = 0",15
"2759",0.882625,7.68878037238912,"DR","rho = 0",15
"2760",0.870625,7.24727611874751,"DR","rho = 0",15
"2761",0.86625,7.19098445809205,"DR","rho = 0",15
"2762",0.868875,7.86374162772691,"DR","rho = 0",15
"2763",0.88175,7.28306663805429,"DR","rho = 0",15
"2764",0.844625,6.81048785842441,"DR","rho = 0",15
"2765",0.848375,7.12693054743418,"DR","rho = 0",15
"2766",0.861875,7.71862301121923,"DR","rho = 0",15
"2767",0.851375,7.92401429642151,"DR","rho = 0",15
"2768",0.868125,7.25943834625952,"DR","rho = 0",15
"2769",0.855625,7.21717918053289,"DR","rho = 0",15
"2770",0.873125,7.33789237683548,"DR","rho = 0",15
"2771",0.85975,7.27177345029185,"DR","rho = 0",15
"2772",0.870375,7.07607403080271,"DR","rho = 0",15
"2773",0.87325,7.14303909666349,"DR","rho = 0",15
"2774",0.862875,7.51104344642639,"DR","rho = 0",15
"2775",0.85625,7.13254431441428,"DR","rho = 0",15
"2776",0.846125,7.23421899544009,"DR","rho = 0",15
"2777",0.86325,7.74098355505842,"DR","rho = 0",15
"2778",0.87,7.08147391064671,"DR","rho = 0",15
"2779",0.866125,7.29008028348506,"DR","rho = 0",15
"2780",0.860625,7.35326294602248,"DR","rho = 0",15
"2781",0.8665,7.28743482285508,"DR","rho = 0",15
"2782",0.8605,7.55589294953073,"DR","rho = 0",15
"2783",0.864375,7.76244445707432,"DR","rho = 0",15
"2784",0.86025,7.13060664357092,"DR","rho = 0",15
"2785",0.8625,7.10092106347167,"DR","rho = 0",15
"2786",0.87575,7.94427240909968,"DR","rho = 0",15
"2787",0.823375,7.00230216318285,"DR","rho = 0",15
"2788",0.839125,7.49474564452718,"DR","rho = 0",15
"2789",0.862625,7.39346143777479,"DR","rho = 0",15
"2790",0.858125,7.38028501962059,"DR","rho = 0",15
"2791",0.858375,7.1776263134785,"DR","rho = 0",15
"2792",0.867125,7.32189804632346,"DR","rho = 0",15
"2793",0.8605,7.81939658813016,"DR","rho = 0",15
"2794",0.8705,7.33514611843337,"DR","rho = 0",15
"2795",0.8615,7.41091650456463,"DR","rho = 0",15
"2796",0.871125,7.36431494395807,"DR","rho = 0",15
"2797",0.868,7.43606527470139,"DR","rho = 0",15
"2798",0.858875,7.25596602976672,"DR","rho = 0",15
"2799",0.863375,7.78331557022743,"DR","rho = 0",15
"2800",0.85925,7.20478552309616,"DR","rho = 0",15
"2801",0.872875,9.81342802643714,"D_rho","rho = -0.5",15
"2802",0.89675,12.124468756108,"D_rho","rho = -0.5",15
"2803",0.888375,10.8435848094044,"D_rho","rho = -0.5",15
"2804",0.879,9.74282219912284,"D_rho","rho = -0.5",15
"2805",0.906,10.9290295375674,"D_rho","rho = -0.5",15
"2806",0.879125,9.96073116580189,"D_rho","rho = -0.5",15
"2807",0.897375,10.7638690483532,"D_rho","rho = -0.5",15
"2808",0.89925,10.1896656231396,"D_rho","rho = -0.5",15
"2809",0.881625,10.1971557237146,"D_rho","rho = -0.5",15
"2810",0.898125,9.90145092094659,"D_rho","rho = -0.5",15
"2811",0.903375,12.0400040438992,"D_rho","rho = -0.5",15
"2812",0.91025,11.4765404276217,"D_rho","rho = -0.5",15
"2813",0.90175,10.5949517128111,"D_rho","rho = -0.5",15
"2814",0.887125,9.48971562890224,"D_rho","rho = -0.5",15
"2815",0.89825,11.0819490108654,"D_rho","rho = -0.5",15
"2816",0.875625,9.86953533105188,"D_rho","rho = -0.5",15
"2817",0.8625,9.33463569346486,"D_rho","rho = -0.5",15
"2818",0.876875,9.53903587807224,"D_rho","rho = -0.5",15
"2819",0.90925,11.4881785774189,"D_rho","rho = -0.5",15
"2820",0.83825,9.08618124454083,"D_rho","rho = -0.5",15
"2821",0.874125,9.71345688170577,"D_rho","rho = -0.5",15
"2822",0.890875,10.2910341042808,"D_rho","rho = -0.5",15
"2823",0.909625,10.8190886605346,"D_rho","rho = -0.5",15
"2824",0.91325,11.1606527424451,"D_rho","rho = -0.5",15
"2825",0.884875,9.99095414519945,"D_rho","rho = -0.5",15
"2826",0.899875,10.804377325097,"D_rho","rho = -0.5",15
"2827",0.89625,10.8182818719781,"D_rho","rho = -0.5",15
"2828",0.89775,10.564415576347,"D_rho","rho = -0.5",15
"2829",0.90325,10.9348377525343,"D_rho","rho = -0.5",15
"2830",0.908625,11.5472119240606,"D_rho","rho = -0.5",15
"2831",0.9105,11.2260228880239,"D_rho","rho = -0.5",15
"2832",0.9075,10.6186723443855,"D_rho","rho = -0.5",15
"2833",0.904875,11.0482003776008,"D_rho","rho = -0.5",15
"2834",0.8765,9.72131495632897,"D_rho","rho = -0.5",15
"2835",0.881,9.72668408851299,"D_rho","rho = -0.5",15
"2836",0.872625,10.3437279419291,"D_rho","rho = -0.5",15
"2837",0.89525,10.6262539631215,"D_rho","rho = -0.5",15
"2838",0.915,11.2315737438777,"D_rho","rho = -0.5",15
"2839",0.87475,9.60198508811407,"D_rho","rho = -0.5",15
"2840",0.895375,10.3345496916933,"D_rho","rho = -0.5",15
"2841",0.88175,10.4006401918355,"D_rho","rho = -0.5",15
"2842",0.874125,9.43510546124567,"D_rho","rho = -0.5",15
"2843",0.907125,10.6458855640992,"D_rho","rho = -0.5",15
"2844",0.896625,10.7289461939571,"D_rho","rho = -0.5",15
"2845",0.87675,9.58793516223878,"D_rho","rho = -0.5",15
"2846",0.884375,11.6438691640889,"D_rho","rho = -0.5",15
"2847",0.89625,11.1087260834884,"D_rho","rho = -0.5",15
"2848",0.905625,10.1475989534058,"D_rho","rho = -0.5",15
"2849",0.866375,9.78891270782269,"D_rho","rho = -0.5",15
"2850",0.891875,10.7127019814338,"D_rho","rho = -0.5",15
"2851",0.88775,9.95543421289472,"D_rho_with_CI","rho = -0.5",15
"2852",0.90875,12.1573865690746,"D_rho_with_CI","rho = -0.5",15
"2853",0.91125,11.1425954137269,"D_rho_with_CI","rho = -0.5",15
"2854",0.891625,9.68807641394558,"D_rho_with_CI","rho = -0.5",15
"2855",0.915625,10.6167887651639,"D_rho_with_CI","rho = -0.5",15
"2856",0.91,10.4357765944316,"D_rho_with_CI","rho = -0.5",15
"2857",0.9255,11.3177858072442,"D_rho_with_CI","rho = -0.5",15
"2858",0.914125,10.3063989766137,"D_rho_with_CI","rho = -0.5",15
"2859",0.905625,10.5157562023402,"D_rho_with_CI","rho = -0.5",15
"2860",0.91675,10.1488524914962,"D_rho_with_CI","rho = -0.5",15
"2861",0.925625,12.4755904921073,"D_rho_with_CI","rho = -0.5",15
"2862",0.921,11.2449604072787,"D_rho_with_CI","rho = -0.5",15
"2863",0.9165,10.6739397729864,"D_rho_with_CI","rho = -0.5",15
"2864",0.89475,9.2296463725887,"D_rho_with_CI","rho = -0.5",15
"2865",0.914125,11.0814357775557,"D_rho_with_CI","rho = -0.5",15
"2866",0.890125,9.84083699166514,"D_rho_with_CI","rho = -0.5",15
"2867",0.8815,9.44208817716713,"D_rho_with_CI","rho = -0.5",15
"2868",0.889125,9.466287040307,"D_rho_with_CI","rho = -0.5",15
"2869",0.91775,11.1467553588982,"D_rho_with_CI","rho = -0.5",15
"2870",0.87125,9.57973695382958,"D_rho_with_CI","rho = -0.5",15
"2871",0.8855,9.67026011928151,"D_rho_with_CI","rho = -0.5",15
"2872",0.90525,10.3432163134854,"D_rho_with_CI","rho = -0.5",15
"2873",0.926375,10.9310520907036,"D_rho_with_CI","rho = -0.5",15
"2874",0.932,11.2735871314922,"D_rho_with_CI","rho = -0.5",15
"2875",0.896625,10.0051350759091,"D_rho_with_CI","rho = -0.5",15
"2876",0.90175,10.4144464757592,"D_rho_with_CI","rho = -0.5",15
"2877",0.906625,10.5987172357504,"D_rho_with_CI","rho = -0.5",15
"2878",0.916375,10.8156824028209,"D_rho_with_CI","rho = -0.5",15
"2879",0.91925,11.0090220276318,"D_rho_with_CI","rho = -0.5",15
"2880",0.926125,11.6837688744006,"D_rho_with_CI","rho = -0.5",15
"2881",0.920875,10.9237830997046,"D_rho_with_CI","rho = -0.5",15
"2882",0.917625,10.5173551222763,"D_rho_with_CI","rho = -0.5",15
"2883",0.9225,11.2155364455791,"D_rho_with_CI","rho = -0.5",15
"2884",0.895875,9.99411855750794,"D_rho_with_CI","rho = -0.5",15
"2885",0.899,9.80039582692359,"D_rho_with_CI","rho = -0.5",15
"2886",0.90125,10.7667594187323,"D_rho_with_CI","rho = -0.5",15
"2887",0.903625,10.2766674996815,"D_rho_with_CI","rho = -0.5",15
"2888",0.932,11.280845970543,"D_rho_with_CI","rho = -0.5",15
"2889",0.89025,9.71053615810496,"D_rho_with_CI","rho = -0.5",15
"2890",0.912125,10.4682453970575,"D_rho_with_CI","rho = -0.5",15
"2891",0.903125,10.6273387307047,"D_rho_with_CI","rho = -0.5",15
"2892",0.89625,9.73097781831808,"D_rho_with_CI","rho = -0.5",15
"2893",0.9085,10.2319248184544,"D_rho_with_CI","rho = -0.5",15
"2894",0.914125,10.743020687558,"D_rho_with_CI","rho = -0.5",15
"2895",0.896625,9.72276194332544,"D_rho_with_CI","rho = -0.5",15
"2896",0.905625,11.5343555775514,"D_rho_with_CI","rho = -0.5",15
"2897",0.90175,10.527071873247,"D_rho_with_CI","rho = -0.5",15
"2898",0.929,10.4869581648459,"D_rho_with_CI","rho = -0.5",15
"2899",0.89125,9.97745026833977,"D_rho_with_CI","rho = -0.5",15
"2900",0.910125,10.8541792784684,"D_rho_with_CI","rho = -0.5",15
"2901",0.903125,10.5741753884381,"D_rho_0.25","rho = -0.5",15
"2902",0.92325,12.8658111415999,"D_rho_0.25","rho = -0.5",15
"2903",0.91225,11.5017267029492,"D_rho_0.25","rho = -0.5",15
"2904",0.91175,10.5938982721112,"D_rho_0.25","rho = -0.5",15
"2905",0.9305,11.6954478664314,"D_rho_0.25","rho = -0.5",15
"2906",0.920125,11.1456910177238,"D_rho_0.25","rho = -0.5",15
"2907",0.927375,11.7376493732769,"D_rho_0.25","rho = -0.5",15
"2908",0.92475,10.995201719454,"D_rho_0.25","rho = -0.5",15
"2909",0.916625,11.1239948364677,"D_rho_0.25","rho = -0.5",15
"2910",0.918625,10.3422391596676,"D_rho_0.25","rho = -0.5",15
"2911",0.937375,13.2647033886903,"D_rho_0.25","rho = -0.5",15
"2912",0.926375,11.7312814919999,"D_rho_0.25","rho = -0.5",15
"2913",0.9245,11.073219641407,"D_rho_0.25","rho = -0.5",15
"2914",0.906625,9.82444602831642,"D_rho_0.25","rho = -0.5",15
"2915",0.93225,12.2126649437935,"D_rho_0.25","rho = -0.5",15
"2916",0.905375,10.5605763127219,"D_rho_0.25","rho = -0.5",15
"2917",0.891125,9.82925585952618,"D_rho_0.25","rho = -0.5",15
"2918",0.9045,10.1391349450388,"D_rho_0.25","rho = -0.5",15
"2919",0.931125,12.0932250617107,"D_rho_0.25","rho = -0.5",15
"2920",0.882875,9.9843658643409,"D_rho_0.25","rho = -0.5",15
"2921",0.903125,10.4330632963156,"D_rho_0.25","rho = -0.5",15
"2922",0.916,10.9741559085295,"D_rho_0.25","rho = -0.5",15
"2923",0.937375,11.9273329919264,"D_rho_0.25","rho = -0.5",15
"2924",0.93375,11.7186186506555,"D_rho_0.25","rho = -0.5",15
"2925",0.909625,10.6065644754293,"D_rho_0.25","rho = -0.5",15
"2926",0.921625,11.2920779566685,"D_rho_0.25","rho = -0.5",15
"2927",0.92275,11.5623625664501,"D_rho_0.25","rho = -0.5",15
"2928",0.932375,11.6431643262791,"D_rho_0.25","rho = -0.5",15
"2929",0.928375,11.6675685281479,"D_rho_0.25","rho = -0.5",15
"2930",0.934375,12.2680849931701,"D_rho_0.25","rho = -0.5",15
"2931",0.9305,11.7577352889284,"D_rho_0.25","rho = -0.5",15
"2932",0.927125,11.110611758599,"D_rho_0.25","rho = -0.5",15
"2933",0.93025,11.7273893597713,"D_rho_0.25","rho = -0.5",15
"2934",0.9175,10.8350126859491,"D_rho_0.25","rho = -0.5",15
"2935",0.91325,10.4697346111875,"D_rho_0.25","rho = -0.5",15
"2936",0.913875,11.4369295115905,"D_rho_0.25","rho = -0.5",15
"2937",0.914375,10.9145804068925,"D_rho_0.25","rho = -0.5",15
"2938",0.94425,12.3561916614627,"D_rho_0.25","rho = -0.5",15
"2939",0.907125,10.4291989438226,"D_rho_0.25","rho = -0.5",15
"2940",0.922875,11.163569446941,"D_rho_0.25","rho = -0.5",15
"2941",0.9,10.7009145281815,"D_rho_0.25","rho = -0.5",15
"2942",0.91625,10.4829049474284,"D_rho_0.25","rho = -0.5",15
"2943",0.931625,11.4213048715938,"D_rho_0.25","rho = -0.5",15
"2944",0.921375,11.4630455944679,"D_rho_0.25","rho = -0.5",15
"2945",0.907125,10.2576286868122,"D_rho_0.25","rho = -0.5",15
"2946",0.9105,12.3204210001989,"D_rho_0.25","rho = -0.5",15
"2947",0.911125,11.3029857246126,"D_rho_0.25","rho = -0.5",15
"2948",0.93025,10.8027776987568,"D_rho_0.25","rho = -0.5",15
"2949",0.896375,10.4047857373913,"D_rho_0.25","rho = -0.5",15
"2950",0.928625,11.8715151979454,"D_rho_0.25","rho = -0.5",15
"2951",0.80725,7.8886927154393,"Lei_inexact","rho = -0.5",15
"2952",0.804375,9.97197039562741,"Lei_inexact","rho = -0.5",15
"2953",0.838625,9.04046279929411,"Lei_inexact","rho = -0.5",15
"2954",0.803375,7.31076464900043,"Lei_inexact","rho = -0.5",15
"2955",0.8205,8.92122813694415,"Lei_inexact","rho = -0.5",15
"2956",0.8595,9.6168164078779,"Lei_inexact","rho = -0.5",15
"2957",0.84975,10.1284665316352,"Lei_inexact","rho = -0.5",15
"2958",0.84175,8.13076497769009,"Lei_inexact","rho = -0.5",15
"2959",0.827875,8.61950946498935,"Lei_inexact","rho = -0.5",15
"2960",0.858375,8.34954572163678,"Lei_inexact","rho = -0.5",15
"2961",0.839875,9.72790901902053,"Lei_inexact","rho = -0.5",15
"2962",0.86275,9.39814046134012,"Lei_inexact","rho = -0.5",15
"2963",0.8075,8.99770381121654,"Lei_inexact","rho = -0.5",15
"2964",0.826875,7.91274863547068,"Lei_inexact","rho = -0.5",15
"2965",0.800375,8.20364245646411,"Lei_inexact","rho = -0.5",15
"2966",0.822875,7.73472768798581,"Lei_inexact","rho = -0.5",15
"2967",0.7925,8.38368343799944,"Lei_inexact","rho = -0.5",15
"2968",0.82175,7.66000752241191,"Lei_inexact","rho = -0.5",15
"2969",0.85025,9.51611470985992,"Lei_inexact","rho = -0.5",15
"2970",0.831625,9.48254490344626,"Lei_inexact","rho = -0.5",15
"2971",0.848625,9.67904869329193,"Lei_inexact","rho = -0.5",15
"2972",0.78825,7.2350495725295,"Lei_inexact","rho = -0.5",15
"2973",0.8335,8.93098885002602,"Lei_inexact","rho = -0.5",15
"2974",0.869625,9.09496045445924,"Lei_inexact","rho = -0.5",15
"2975",0.816,7.89570599350041,"Lei_inexact","rho = -0.5",15
"2976",0.834875,9.21718139778845,"Lei_inexact","rho = -0.5",15
"2977",0.8475,10.087780953079,"Lei_inexact","rho = -0.5",15
"2978",0.754375,7.04277414776981,"Lei_inexact","rho = -0.5",15
"2979",0.82025,8.50820681812163,"Lei_inexact","rho = -0.5",15
"2980",0.864875,10.6075659105277,"Lei_inexact","rho = -0.5",15
"2981",0.822125,9.09624160072245,"Lei_inexact","rho = -0.5",15
"2982",0.811125,8.2641880521818,"Lei_inexact","rho = -0.5",15
"2983",0.83725,8.7566869624274,"Lei_inexact","rho = -0.5",15
"2984",0.853,8.91519535368279,"Lei_inexact","rho = -0.5",15
"2985",0.81125,7.98402179266066,"Lei_inexact","rho = -0.5",15
"2986",0.80275,8.09627118011028,"Lei_inexact","rho = -0.5",15
"2987",0.84525,8.65679676497857,"Lei_inexact","rho = -0.5",15
"2988",0.851625,9.51388201928572,"Lei_inexact","rho = -0.5",15
"2989",0.87075,9.97440750032119,"Lei_inexact","rho = -0.5",15
"2990",0.8035,8.49792478601144,"Lei_inexact","rho = -0.5",15
"2991",0.773,8.57298815223441,"Lei_inexact","rho = -0.5",15
"2992",0.809625,8.09267074145753,"Lei_inexact","rho = -0.5",15
"2993",0.7695,6.92770512724646,"Lei_inexact","rho = -0.5",15
"2994",0.826125,8.5544530333772,"Lei_inexact","rho = -0.5",15
"2995",0.803875,7.40654628109767,"Lei_inexact","rho = -0.5",15
"2996",0.81,8.747018026637,"Lei_inexact","rho = -0.5",15
"2997",0.797375,7.65742555495253,"Lei_inexact","rho = -0.5",15
"2998",0.787375,6.61087240587666,"Lei_inexact","rho = -0.5",15
"2999",0.826875,9.15917893313635,"Lei_inexact","rho = -0.5",15
"3000",0.819625,8.66848870736089,"Lei_inexact","rho = -0.5",15
"3001",0.99025,16.979052712976,"Lei_exact","rho = -0.5",15
"3002",0.9905,18.8075650363064,"Lei_exact","rho = -0.5",15
"3003",0.99375,17.3951500690163,"Lei_exact","rho = -0.5",15
"3004",0.994,16.0524483181678,"Lei_exact","rho = -0.5",15
"3005",0.991625,17.16835274579,"Lei_exact","rho = -0.5",15
"3006",0.997375,20.073374739252,"Lei_exact","rho = -0.5",15
"3007",0.9925,19.0199115003076,"Lei_exact","rho = -0.5",15
"3008",0.998625,18.6355700390734,"Lei_exact","rho = -0.5",15
"3009",0.9925,16.891274783455,"Lei_exact","rho = -0.5",15
"3010",0.9935,16.3124300478438,"Lei_exact","rho = -0.5",15
"3011",0.994625,19.0490600122824,"Lei_exact","rho = -0.5",15
"3012",0.995125,19.056637164721,"Lei_exact","rho = -0.5",15
"3013",0.994625,18.2915773098386,"Lei_exact","rho = -0.5",15
"3014",0.994875,17.6538782882221,"Lei_exact","rho = -0.5",15
"3015",0.99225,17.3850103590514,"Lei_exact","rho = -0.5",15
"3016",0.992625,16.7943873146669,"Lei_exact","rho = -0.5",15
"3017",0.990625,16.562408846097,"Lei_exact","rho = -0.5",15
"3018",0.987125,14.5975498028891,"Lei_exact","rho = -0.5",15
"3019",0.98975,17.4280093012627,"Lei_exact","rho = -0.5",15
"3020",0.98775,16.9940561194547,"Lei_exact","rho = -0.5",15
"3021",0.990375,17.0460620423736,"Lei_exact","rho = -0.5",15
"3022",0.988375,15.4928876415571,"Lei_exact","rho = -0.5",15
"3023",0.99,17.0271499927939,"Lei_exact","rho = -0.5",15
"3024",0.997625,18.2608425136061,"Lei_exact","rho = -0.5",15
"3025",0.99275,15.356128667739,"Lei_exact","rho = -0.5",15
"3026",0.996125,19.0957565054215,"Lei_exact","rho = -0.5",15
"3027",0.997,20.159979338995,"Lei_exact","rho = -0.5",15
"3028",0.990625,15.6029583007655,"Lei_exact","rho = -0.5",15
"3029",0.99425,18.1340356543854,"Lei_exact","rho = -0.5",15
"3030",0.99,17.7546058686886,"Lei_exact","rho = -0.5",15
"3031",0.99375,18.2479116746427,"Lei_exact","rho = -0.5",15
"3032",0.998625,19.8591358099618,"Lei_exact","rho = -0.5",15
"3033",0.9945,17.8449181559787,"Lei_exact","rho = -0.5",15
"3034",0.99375,16.8320892829845,"Lei_exact","rho = -0.5",15
"3035",0.994375,17.4857810919489,"Lei_exact","rho = -0.5",15
"3036",0.9895,16.6483389637945,"Lei_exact","rho = -0.5",15
"3037",0.996625,17.5336307915555,"Lei_exact","rho = -0.5",15
"3038",0.99625,19.6122977842401,"Lei_exact","rho = -0.5",15
"3039",0.9925,18.3359192933246,"Lei_exact","rho = -0.5",15
"3040",0.9925,17.7569752587654,"Lei_exact","rho = -0.5",15
"3041",0.98875,17.7442755455336,"Lei_exact","rho = -0.5",15
"3042",0.987,15.1646611364761,"Lei_exact","rho = -0.5",15
"3043",0.98775,15.0690282135982,"Lei_exact","rho = -0.5",15
"3044",0.994875,18.4207640961754,"Lei_exact","rho = -0.5",15
"3045",0.98675,14.5942112704089,"Lei_exact","rho = -0.5",15
"3046",0.99075,17.5726924046988,"Lei_exact","rho = -0.5",15
"3047",0.99,16.0341246561857,"Lei_exact","rho = -0.5",15
"3048",0.989125,13.9151094700167,"Lei_exact","rho = -0.5",15
"3049",0.99,17.8413802296441,"Lei_exact","rho = -0.5",15
"3050",0.99625,19.8631319644751,"Lei_exact","rho = -0.5",15
"3051",0.86725,8.74681818581492,"CMC","rho = -0.5",15
"3052",0.855125,9.48417872632347,"CMC","rho = -0.5",15
"3053",0.8825,8.98990710555709,"CMC","rho = -0.5",15
"3054",0.868,8.74954201339172,"CMC","rho = -0.5",15
"3055",0.85275,8.44632834749699,"CMC","rho = -0.5",15
"3056",0.874625,8.82541639259609,"CMC","rho = -0.5",15
"3057",0.849875,8.22278698217256,"CMC","rho = -0.5",15
"3058",0.865,8.51229713646931,"CMC","rho = -0.5",15
"3059",0.8505,8.27752047957951,"CMC","rho = -0.5",15
"3060",0.8775,8.61690094070897,"CMC","rho = -0.5",15
"3061",0.87575,9.38148411879801,"CMC","rho = -0.5",15
"3062",0.867,8.82424251845972,"CMC","rho = -0.5",15
"3063",0.860625,8.46084199167933,"CMC","rho = -0.5",15
"3064",0.865,8.34282907738453,"CMC","rho = -0.5",15
"3065",0.84975,8.41015025547684,"CMC","rho = -0.5",15
"3066",0.86425,8.83012993402178,"CMC","rho = -0.5",15
"3067",0.8345,7.82883278792254,"CMC","rho = -0.5",15
"3068",0.84625,8.16080936094729,"CMC","rho = -0.5",15
"3069",0.87075,8.78525915713244,"CMC","rho = -0.5",15
"3070",0.850375,8.37676576769329,"CMC","rho = -0.5",15
"3071",0.862625,8.58988935013837,"CMC","rho = -0.5",15
"3072",0.834375,7.84505245323253,"CMC","rho = -0.5",15
"3073",0.8465,8.05429020961168,"CMC","rho = -0.5",15
"3074",0.851125,8.19267268741885,"CMC","rho = -0.5",15
"3075",0.856375,8.47494965916309,"CMC","rho = -0.5",15
"3076",0.8925,9.28218429209202,"CMC","rho = -0.5",15
"3077",0.853,8.27867142428758,"CMC","rho = -0.5",15
"3078",0.87525,9.054478742504,"CMC","rho = -0.5",15
"3079",0.858875,8.63321970643551,"CMC","rho = -0.5",15
"3080",0.845625,8.2038573627237,"CMC","rho = -0.5",15
"3081",0.856375,8.49108291536096,"CMC","rho = -0.5",15
"3082",0.8535,8.13639468475738,"CMC","rho = -0.5",15
"3083",0.8645,8.73272051699553,"CMC","rho = -0.5",15
"3084",0.851125,8.40481336565859,"CMC","rho = -0.5",15
"3085",0.83275,7.70203751177529,"CMC","rho = -0.5",15
"3086",0.877375,9.49995596061965,"CMC","rho = -0.5",15
"3087",0.8375,8.05054237451294,"CMC","rho = -0.5",15
"3088",0.88125,8.77854706420063,"CMC","rho = -0.5",15
"3089",0.870875,8.67184194325706,"CMC","rho = -0.5",15
"3090",0.881125,8.78880681503382,"CMC","rho = -0.5",15
"3091",0.837375,8.03879651562848,"CMC","rho = -0.5",15
"3092",0.861,8.31526967251562,"CMC","rho = -0.5",15
"3093",0.854875,8.21448711995378,"CMC","rho = -0.5",15
"3094",0.857,8.54332269052999,"CMC","rho = -0.5",15
"3095",0.844875,8.08222211481116,"CMC","rho = -0.5",15
"3096",0.869625,9.4735406665574,"CMC","rho = -0.5",15
"3097",0.865125,8.98647921621652,"CMC","rho = -0.5",15
"3098",0.8965,8.82302571137767,"CMC","rho = -0.5",15
"3099",0.86775,8.70043822447973,"CMC","rho = -0.5",15
"3100",0.885375,9.20431952040099,"CMC","rho = -0.5",15
"3101",0.79675,7.38111342688458,"DR","rho = -0.5",15
"3102",0.8045,8.8057671265749,"DR","rho = -0.5",15
"3103",0.80925,7.75830766285597,"DR","rho = -0.5",15
"3104",0.819625,7.48224150674697,"DR","rho = -0.5",15
"3105",0.8145,7.44888009168911,"DR","rho = -0.5",15
