"","Coverage","Width","Method","Rho"
"75",0.931972789115646,9.96592309449794,"CW_rho_with_CI","rho = 1"
"76",0.857142857142857,4.19931537431692,"CW_rho_with_CI","rho = 1"
"77",0.931972789115646,4.56694972966073,"CW_rho_with_CI","rho = 1"
"78",0.965986394557823,13.0075855435674,"CW_rho_with_CI","rho = 1"
"79",0.91156462585034,1.93658245136271,"CW_rho_with_CI","rho = 1"
"80",0.884353741496599,3.7481807447999,"CW_rho_with_CI","rho = 1"
"81",0.891156462585034,3.1494395666339,"CW_rho_with_CI","rho = 1"
"82",0.965986394557823,3.96447901250009,"CW_rho_with_CI","rho = 1"
"83",0.863945578231292,4.7906660979705,"CW_rho_with_CI","rho = 1"
"84",0.925170068027211,6.09002227698596,"CW_rho_with_CI","rho = 1"
"85",0.857142857142857,11.3664182097319,"CW_rho_with_CI","rho = 1"
"86",0.891156462585034,3.06750572908562,"CW_rho_with_CI","rho = 1"
"87",0.897959183673469,2.89222169153117,"CW_rho_with_CI","rho = 1"
"88",0.904761904761905,4.98711516832429,"CW_rho_with_CI","rho = 1"
"89",0.979591836734694,9.64979294235984,"CW_rho_with_CI","rho = 1"
"90",0.931972789115646,15.1367337408881,"CW_rho_with_CI","rho = 1"
"91",0.91156462585034,2.42661264612321,"CW_rho_with_CI","rho = 1"
"92",0.959183673469388,2.25054789081327,"CW_rho_with_CI","rho = 1"
"93",0.863945578231292,6.8496856537367,"CW_rho_with_CI","rho = 1"
"94",0.972789115646258,2.89070641070591,"CW_rho_with_CI","rho = 1"
"95",0.965986394557823,9.38292639352398,"CW_rho_with_CI","rho = 1"
"96",0.80952380952381,4.89018997059785,"CW_rho_with_CI","rho = 1"
"97",0.959183673469388,6.36684126247618,"CW_rho_with_CI","rho = 1"
"98",0.952380952380952,5.43625645766176,"CW_rho_with_CI","rho = 1"
"99",0.802721088435374,4.49975646243619,"CW_rho_with_CI","rho = 1"
"100",0.931972789115646,4.07637112865265,"CW_rho_with_CI","rho = 1"
"101",0.891156462585034,5.40598311343794,"CW_rho_0.25","rho = 1"
"102",0.72108843537415,11.2402910678115,"CW_rho_0.25","rho = 1"
"103",0.829931972789116,5.91758376900652,"CW_rho_0.25","rho = 1"
"104",0.945578231292517,3.01458700982732,"CW_rho_0.25","rho = 1"
"105",0.952380952380952,3.67401756350356,"CW_rho_0.25","rho = 1"
"106",0.959183673469388,4.28469366569211,"CW_rho_0.25","rho = 1"
"107",0.870748299319728,5.31150715092535,"CW_rho_0.25","rho = 1"
"108",0.979591836734694,2.95193862938896,"CW_rho_0.25","rho = 1"
"109",0.727891156462585,37.8200186373832,"CW_rho_0.25","rho = 1"
"110",0.80952380952381,19.5092728931595,"CW_rho_0.25","rho = 1"
"111",0.884353741496599,4.04684267380324,"CW_rho_0.25","rho = 1"
"112",0.755102040816326,11.0097033348693,"CW_rho_0.25","rho = 1"
"113",0.945578231292517,3.51187180772773,"CW_rho_0.25","rho = 1"
"114",0.850340136054422,3.34791856419151,"CW_rho_0.25","rho = 1"
"115",0.91156462585034,3.41797077466619,"CW_rho_0.25","rho = 1"
"116",0.727891156462585,15.8046527483029,"CW_rho_0.25","rho = 1"
"117",0.918367346938776,5.48469371806986,"CW_rho_0.25","rho = 1"
